,USDJPY BGN Curncy,USDJPY BGN Curncy,USDJPY BGN Curncy,USDJPY BGN Curncy,USDJPY BGN Curncy,USDJPY BGN Curncy,USDJPY BGN Curncy,USDJPY BGN Curncy,USDJPY BGN Curncy
,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,BID,ASK,PX_MID,high,low
2015-12-22,121.19,121.31,120.73,121.07,121.07,121.08,121.07,121.31,120.73
2015-12-23,121.07,121.14,120.82,120.92,120.91,120.92,120.919,121.14,120.82
2015-12-24,120.92,120.98,120.25,120.43,120.43,120.44,120.435,120.98,120.25
2015-12-25,120.43,120.46,120.05,120.33,120.32,120.33,120.325,120.46,120.05
2015-12-28,120.26,120.63,120.14,120.4,120.4,120.41,120.401,120.63,120.14
2015-12-29,120.4,120.51,120.24,120.46,120.45,120.46,120.458,120.51,120.24
2015-12-30,120.46,120.66,120.35,120.52,120.52,120.53,120.521,120.66,120.35
2015-12-31,120.52,120.58,120.01,120.22,120.21,120.22,120.217,120.58,120.01
2016-01-01,120.22,120.55,120.2,120.55,120.54,120.55,120.546,120.55,120.2
2016-01-04,120.26,120.47,118.7,119.44,119.44,119.45,119.444,120.47,118.7
2016-01-05,119.44,119.7,118.79,119.06,119.05,119.06,119.058,119.7,118.79
2016-01-06,119.06,119.17,118.25,118.47,118.46,118.48,118.47,119.17,118.25
2016-01-07,118.47,118.76,117.33,117.67,117.66,117.67,117.669,118.76,117.33
2016-01-08,117.67,118.83,117.22,117.26,117.26,117.27,117.263,118.83,117.22
2016-01-11,117.42,118.02,116.7,117.76,117.75,117.76,117.755,118.02,116.7
2016-01-12,117.75,118.07,117.23,117.65,117.64,117.65,117.646,118.07,117.23
2016-01-13,117.65,118.38,117.64,117.68,117.67,117.68,117.678,118.38,117.64
2016-01-14,117.68,118.28,117.29,118.06,118.05,118.06,118.057,118.28,117.29
2016-01-15,118.06,118.27,116.51,116.98,116.98,116.99,116.985,118.27,116.51
2016-01-18,116.89,117.44,116.57,117.32,117.32,117.33,117.324,117.44,116.57
2016-01-19,117.33,118.11,117.23,117.64,117.63,117.64,117.635,118.11,117.23
2016-01-20,117.64,117.69,115.98,116.94,116.94,116.95,116.942,117.69,115.98
2016-01-21,116.94,117.81,116.47,117.7,117.7,117.71,117.702,117.81,116.47
2016-01-22,117.7,118.88,117.54,118.78,118.78,118.79,118.784,118.88,117.54
2016-01-25,118.74,118.86,118.17,118.3,118.29,118.3,118.297,118.86,118.17
2016-01-26,118.3,118.62,117.66,118.42,118.42,118.43,118.421,118.62,117.66
2016-01-27,118.42,119.07,118.04,118.68,118.67,118.68,118.679,119.07,118.04
2016-01-28,118.68,118.99,118.42,118.82,118.81,118.82,118.819,118.99,118.42
2016-01-29,118.82,121.69,118.5,121.14,121.13,121.14,121.138,121.69,118.5
2016-02-01,121.15,121.49,120.68,120.99,120.99,121.0,120.991,121.49,120.68
2016-02-02,120.99,121.04,119.84,119.97,119.96,119.97,119.966,121.04,119.84
2016-02-03,119.97,120.04,117.06,117.9,117.89,117.9,117.896,120.04,117.06
2016-02-04,117.9,118.24,116.53,116.78,116.77,116.78,116.777,118.24,116.53
2016-02-05,116.78,117.43,116.3,116.87,116.87,116.88,116.875,117.43,116.3
2016-02-08,116.97,117.53,115.18,115.85,115.84,115.85,115.848,117.53,115.18
2016-02-09,115.85,115.85,114.21,115.11,115.11,115.12,115.113,115.85,114.21
2016-02-10,115.11,115.26,113.12,113.35,113.34,113.35,113.346,115.26,113.12
2016-02-11,113.35,113.6,110.99,112.42,112.42,112.43,112.424,113.6,110.99
2016-02-12,112.42,113.54,111.67,113.25,113.24,113.25,113.245,113.54,111.67
2016-02-15,113.15,114.73,113.08,114.6,114.59,114.6,114.598,114.73,113.08
2016-02-16,114.6,114.87,113.6,114.07,114.07,114.08,114.075,114.87,113.6
2016-02-17,114.07,114.51,113.38,114.1,114.09,114.1,114.099,114.51,113.38
2016-02-18,114.1,114.33,113.14,113.24,113.24,113.25,113.243,114.33,113.14
2016-02-19,113.24,113.38,112.31,112.63,112.62,112.63,112.626,113.38,112.31
2016-02-22,112.7,113.39,112.36,112.92,112.91,112.92,112.915,113.39,112.36
2016-02-23,112.92,113.05,111.78,112.1,112.1,112.11,112.102,113.05,111.78
2016-02-24,112.1,112.27,111.04,112.18,112.18,112.18,112.18,112.27,111.04
2016-02-25,112.18,113.02,111.9,113.0,112.99,113.0,112.998,113.02,111.9
2016-02-26,113.0,114.0,112.56,114.0,113.99,114.0,113.995,114.0,112.56
2016-02-29,113.79,113.99,112.66,112.69,112.69,112.7,112.693,113.99,112.66
